746295	Adventure Academy - Get 2 Months for $5!	Adventure Academy 2 Months for $5		cj	https://www.adventureacademy.com/subscription/offer/4w0sq47/	https://www.adventureacademy.com/subscription/offer/4w0sq47/		ABCmouse.com	Children	2020-03-02	2025-12-31	
746297	ReadingIQ - 1 Year for $29.99!	ReadingIQ 1 Year for $29.99		cj	https://www.readingiq.com/subscription/offer/6ap5f7a/	https://www.readingiq.com/subscription/offer/6ap5f7a/		ABCmouse.com	Children	2020-02-11	2025-12-31	
747100	<link>300x250</link>	ABCmouse 30 Day Trial 300x250		cj	http://www.abcmouse.com/landing/aff:cj	http://www.abcmouse.com/landing/aff:cj		ABCmouse.com	Children	2020-03-17	2025-12-31	
747101	<link>160x600</link>	ABCmouse 30-Day Trial 160x600		cj	https://www.abcmouse.com/landing/aff:cj	https://www.abcmouse.com/landing/aff:cj		ABCmouse.com	Children	2020-03-17	2025-12-31	
747102	<link>300x250</link>	Adventure Academy 30 Day Trial 300x250		cj	https://www.adventureacademy.com/	https://www.adventureacademy.com/		ABCmouse.com	Children	2020-03-18	2025-12-31	
747103	<link>728x90</link>	Adventure Academy 30 Day Trial 728x90		cj	https://www.adventureacademy.com/	https://www.adventureacademy.com/		ABCmouse.com	Children	2020-03-18	2025-12-31	
747104	<link>160x600</link>	Adventure Academy 30 Day Trial 160x600		cj	https://www.adventureacademy.com/	https://www.adventureacademy.com/		ABCmouse.com	Children	2020-03-18	2025-12-31	
747105	et 30 Days FREE of ReadingIQ.com!	ReadingIQ 30-Day Trial		cj	https://www.readingiq.com/	https://www.readingiq.com/		ABCmouse.com	Children	2020-03-02	2025-12-31	
747106	Gift 1 Year of ABCmouse for $59.95!	Gift 1 Year of ABCmouse for $59.95		cj	https://www.abcmouse.com/landing/aff:cj:1yrgift:1	https://www.abcmouse.com/landing/aff:cj:1yrgift:1		ABCmouse.com	Children	2020-03-02	2025-12-31	
747107	Get 2 Months for only $5!	ABCmouse 2 Months for $5 Sale! 300x250		cj	https://www.abcmouse.com/landing/aff:cj:fall20	https://www.abcmouse.com/landing/aff:cj:fall20		ABCmouse.com	Children	2020-03-18	2025-12-31	
747108	Get 2 Months for only $5!	ABCmouse 2 Months for $5 Sale! 728x90		cj	https://www.abcmouse.com/landing/aff:cj:fall20	https://www.abcmouse.com/landing/aff:cj:fall20		ABCmouse.com	Children	2020-03-19	2025-12-31	
747109	Get 2 Months for only $5!	ABCmouse 2 Months for $5 Sale! 160x600		cj	https://www.abcmouse.com/landing/aff:cj:fall20	https://www.abcmouse.com/landing/aff:cj:fall20		ABCmouse.com	Children	2020-03-18	2025-12-31	
747111	Get 4 Months of ABCmouse.com for $19.95!	ABCmouse 4 Months for $19.95		cj	https://www.abcmouse.com/landing/aff:cj:4mo	https://www.abcmouse.com/landing/aff:cj:4mo		ABCmouse.com	Children	2020-03-02	2025-12-31	
747112	Get 2 Months for only $5!	Adventure Academy 2 Months for $5 160x600		cj	https://www.adventureacademy.com/subscription/offer/4w0sq47/	https://www.adventureacademy.com/subscription/offer/4w0sq47/		ABCmouse.com	Children	2020-03-18	2025-12-31	
747113	Get 2 Months for only $5!	Adventure Academy 2 Months for $5 728x90		cj	https://www.adventureacademy.com/subscription/offer/4w0sq47/	https://www.adventureacademy.com/subscription/offer/4w0sq47/		ABCmouse.com	Children	2020-03-18	2025-12-31	
747114	Get 2 Months for only $5!	Adventure Academy 2 Months for $5 300x250		cj	https://www.adventureacademy.com/subscription/offer/4w0sq47/	https://www.adventureacademy.com/subscription/offer/4w0sq47/		ABCmouse.com	Children	2020-03-18	2025-12-31	
1004899	AdventureAcademy.com - Get 30 Days FREE!	Adventure Academy 30-Day Trial		cj	https://www.adventureacademy.com/	https://www.adventureacademy.com/		ABCmouse.com	Children	2021-02-02	2025-12-31	
1040941	ABCmouse.com - 30-Day Free Trial- Click here!	ABCmouse 30-Day Trial!		cj	http://www.abcmouse.com/landing/aff:cj	http://www.abcmouse.com/landing/aff:cj		ABCmouse.com	Children	2020-03-02	2025-12-31	
1528676	Adventure Academy - Get 1 Year for $59.99!	Adventure Academy 1 Year for $59.99		cj	https://www.adventureacademy.com/subscription-annual/	https://www.adventureacademy.com/subscription-annual/		ABCmouse.com	Children	2020-03-02	2025-12-31	
1528677	1 Year of ABCmouse for $59.99!	ABCmouse 1 Year for $59.99		cj	https://www.abcmouse.com/landing/aff:cj:59yr	https://www.abcmouse.com/landing/aff:cj:59yr		ABCmouse.com	Children	2016-09-11	2025-12-31	
1533835	Adventure Academy - Get 3 Months for $10!	Adventure Academy 3 Months for $10		cj	https://www.adventureacademy.com/subscription/offer/6b1628/	https://www.adventureacademy.com/subscription/offer/6b1628/		ABCmouse.com	Children	2020-05-01	2021-06-01	
1533836	ABCmouse.com - $10 for 3 Months!	ABCmouse 3 Months for $10		cj	https://www.abcmouse.com/landing/aff:cj:3mo:sum21	https://www.abcmouse.com/landing/aff:cj:3mo:sum21		ABCmouse.com	Children	2020-05-01	2021-06-01	
1533929	ABCmouse.com - $10 for 3 Months!	ABCmouse $10 for 3 Months! 160x600		cj	https://www.abcmouse.com/landing/aff:cj:3mo:sum21	https://www.abcmouse.com/landing/aff:cj:3mo:sum21		ABCmouse.com	Children	2021-05-01	2021-06-01	
1533930	ABCmouse.com - $10 for 3 Months!	ABCmouse $10 for 3 Months! 300x250		cj	https://www.abcmouse.com/landing/aff:cj:3mo:sum21	https://www.abcmouse.com/landing/aff:cj:3mo:sum21		ABCmouse.com	Children	2021-05-01	2021-06-01	
1533960	ABCmouse.com - $10 for 3 Months!	ABCmouse $10 for 3 Months! 728x90		cj	https://www.abcmouse.com/landing/aff:cj:3mo:sum21	https://www.abcmouse.com/landing/aff:cj:3mo:sum21		ABCmouse.com	Children	2021-05-01	2021-06-01	
1533961	Adventure Academy - Get 3 Months for $10!	Adventure Academy 3 Months for $10! 160x600		cj	https://www.adventureacademy.com/subscription/offer/6b1628/	https://www.adventureacademy.com/subscription/offer/6b1628/		ABCmouse.com	Children	2021-05-01	2021-06-01	
415919	Order AT&T Internet for Gaming Online and get $100 Reward Card	Order AT&T Internet for Gaming Online and get $100 Reward Card		cj	http://www.att.com	http://www.att.com		att.com	Internet Service Providers	2020-04-03	2021-12-31	
415924	AT&T Internet $50/mo. for 12 mos. + $100 Reward Card	AT&T Internet $50/mo. for 12 mos. + $100 Reward Card		cj	http://www.att.com	http://www.att.com		att.com	Internet Service Providers	2020-04-14	2021-12-31	
415934	AT&T Internet $49.99/mo. for 12 mos. + $100 Reward Card	AT&T Internet $49.99/mo. for 12 mos. + $100 Reward Card		cj	http://www.att.com	http://www.att.com		att.com	Internet Service Providers	2020-04-14	2021-12-31	new
